"Name","Children Under 6 Years with Elevated Blood Lead Levels (BLL)"
"Description","<g class=""gr_ gr_4 gr-alert gr_gramm gr_inline_cards gr_run_anim Grammar only-ins doubleReplace replaceWithoutSep"" id=""4"" data-gr-id=""4""><g class=""gr_ gr_4 gr-alert gr_gramm gr_inline_cards gr_run_anim Grammar only-ins doubleReplace replaceWithoutSep"" id=""4"" data-gr-id=""4"">Number</g></g>&nbsp;of children less than 6 years old tested in a given year with blood lead levels of 5 mcg/dL or 10 mcg/dL or greater.&nbsp;"
"Source Notes","New York City Department of Health and Mental Hygiene NYC Tracking Program: Environment and Health Data Portal. [Childhood Lead Exposure; 2005-2018]; retrieved from&nbsp;<a href=""http://a816-dohbesp.nyc.gov/IndicatorPublic/"" target=""_blank"">&nbsp;http://a816-dohbesp.nyc.gov/IndicatorPublic/</a>"
"Notes","Rates are calculated by using the number of children less than 6 years old tested in a given year with blood lead levels of 5 mcg/dL or 10 mcg/dL or greater, divided by the number of children less than 6 years old who were tested for lead poisoning in a given year; expressed as cases per 1,000 tested.<br />
Children can receive more than one test during the calendar year, but are only counted once using the highest confirmed blood lead level during the calendar year.&nbsp;"

Location,Blood Lead Level,TimeFrame,DataFormat,Data,Fips
Bronx,10 mcg/dL or greater,2017,Number,159,36005
Bronx,5 mcg/dL or greater,2017,Rate,13,36005
Bronx,5 mcg/dL or greater,2011,Rate,28.5,36005
Bronx,10 mcg/dL or greater,2012,Rate,2.8,36005
Bronx,5 mcg/dL or greater,2012,Rate,20.9,36005
Bronx,10 mcg/dL or greater,2013,Rate,3,36005
Bronx,5 mcg/dL or greater,2013,Rate,20.1,36005
Bronx,10 mcg/dL or greater,2014,Rate,2.8,36005
Bronx,5 mcg/dL or greater,2014,Rate,18.7,36005
Bronx,10 mcg/dL or greater,2015,Rate,2.5,36005
Bronx,5 mcg/dL or greater,2007,Rate,90.4,36005
Bronx,10 mcg/dL or greater,2008,Rate,4.2,36005
Bronx,5 mcg/dL or greater,2008,Rate,60.9,36005
Bronx,10 mcg/dL or greater,2009,Rate,4,36005
Bronx,5 mcg/dL or greater,2009,Rate,39.2,36005
Bronx,10 mcg/dL or greater,2010,Rate,4.1,36005
Bronx,5 mcg/dL or greater,2010,Rate,37.5,36005
Bronx,10 mcg/dL or greater,2011,Rate,3.3,36005
Bronx,5 mcg/dL or greater,2005,Rate,127.7,36005
Bronx,10 mcg/dL or greater,2006,Rate,7.1,36005
Bronx,5 mcg/dL or greater,2006,Rate,108.2,36005
Bronx,10 mcg/dL or greater,2007,Rate,6.4,36005
Bronx,10 mcg/dL or greater,2005,Rate,9.2,36005
Brooklyn,10 mcg/dL or greater,2005,Rate,12.2,36047
Brooklyn,10 mcg/dL or greater,2007,Rate,9.6,36047
Brooklyn,5 mcg/dL or greater,2006,Rate,136.9,36047
Brooklyn,10 mcg/dL or greater,2006,Rate,11.9,36047
Brooklyn,5 mcg/dL or greater,2005,Rate,140.6,36047
Brooklyn,10 mcg/dL or greater,2011,Rate,5,36047
Brooklyn,5 mcg/dL or greater,2010,Rate,52.6,36047
Brooklyn,10 mcg/dL or greater,2010,Rate,6,36047
Brooklyn,5 mcg/dL or greater,2009,Rate,60,36047
Brooklyn,10 mcg/dL or greater,2009,Rate,6.2,36047
Brooklyn,5 mcg/dL or greater,2008,Rate,76.6,36047
Brooklyn,10 mcg/dL or greater,2008,Rate,7.2,36047
Brooklyn,5 mcg/dL or greater,2007,Rate,120.7,36047
Brooklyn,10 mcg/dL or greater,2015,Rate,3.9,36047
Brooklyn,5 mcg/dL or greater,2014,Rate,26.8,36047
Brooklyn,10 mcg/dL or greater,2014,Rate,3.8,36047
Brooklyn,5 mcg/dL or greater,2013,Rate,30.1,36047
Brooklyn,10 mcg/dL or greater,2013,Rate,3.4,36047
Brooklyn,5 mcg/dL or greater,2012,Rate,35.3,36047
Brooklyn,10 mcg/dL or greater,2012,Rate,4,36047
Brooklyn,5 mcg/dL or greater,2011,Rate,45.8,36047
Brooklyn,5 mcg/dL or greater,2017,Rate,19.6,36047
Brooklyn,10 mcg/dL or greater,2017,Number,351,36047
Brooklyn,5 mcg/dL or greater,2017,Number,1992,36047
Brooklyn,10 mcg/dL or greater,2017,Rate,3.5,36047
Brooklyn,5 mcg/dL or greater,2016,Rate,22.3,36047
Brooklyn,10 mcg/dL or greater,2016,Rate,3.6,36047
Brooklyn,5 mcg/dL or greater,2015,Rate,22.6,36047
Brooklyn,10 mcg/dL or greater,2013,Number,380,36047
Brooklyn,5 mcg/dL or greater,2013,Number,3370,36047
Brooklyn,10 mcg/dL or greater,2014,Number,412,36047
Brooklyn,5 mcg/dL or greater,2014,Number,2929,36047
Brooklyn,10 mcg/dL or greater,2015,Number,423,36047
Brooklyn,5 mcg/dL or greater,2015,Number,2458,36047
Brooklyn,10 mcg/dL or greater,2016,Number,376,36047
Brooklyn,5 mcg/dL or greater,2016,Number,2314,36047
Brooklyn,10 mcg/dL or greater,2009,Number,698,36047
Brooklyn,5 mcg/dL or greater,2009,Number,6719,36047
Brooklyn,10 mcg/dL or greater,2010,Number,707,36047
Brooklyn,5 mcg/dL or greater,2010,Number,6182,36047
Brooklyn,10 mcg/dL or greater,2011,Number,595,36047
Brooklyn,5 mcg/dL or greater,2011,Number,5483,36047
Brooklyn,10 mcg/dL or greater,2012,Number,460,36047
Brooklyn,5 mcg/dL or greater,2012,Number,4017,36047
Brooklyn,10 mcg/dL or greater,2005,Number,1301,36047
Brooklyn,5 mcg/dL or greater,2005,Number,15015,36047
Brooklyn,10 mcg/dL or greater,2006,Number,1230,36047
Brooklyn,5 mcg/dL or greater,2006,Number,14199,36047
Brooklyn,10 mcg/dL or greater,2007,Number,1002,36047
Brooklyn,5 mcg/dL or greater,2007,Number,12622,36047
Brooklyn,10 mcg/dL or greater,2008,Number,777,36047
Brooklyn,5 mcg/dL or greater,2008,Number,8288,36047
Queens,5 mcg/dL or greater,2008,Number,4821,36081
Queens,10 mcg/dL or greater,2008,Number,471,36081
Queens,5 mcg/dL or greater,2007,Number,6699,36081
Queens,10 mcg/dL or greater,2007,Number,550,36081
Queens,5 mcg/dL or greater,2006,Number,7638,36081
Queens,10 mcg/dL or greater,2006,Number,694,36081
Queens,5 mcg/dL or greater,2005,Number,8238,36081
Queens,10 mcg/dL or greater,2005,Number,750,36081
Queens,5 mcg/dL or greater,2012,Number,1864,36081
Queens,10 mcg/dL or greater,2012,Number,286,36081
Queens,5 mcg/dL or greater,2011,Number,2649,36081
Queens,10 mcg/dL or greater,2011,Number,353,36081
Queens,5 mcg/dL or greater,2010,Number,3528,36081
Queens,10 mcg/dL or greater,2010,Number,400,36081
Queens,5 mcg/dL or greater,2009,Number,3649,36081
Queens,10 mcg/dL or greater,2009,Number,403,36081
Queens,5 mcg/dL or greater,2016,Number,1247,36081
Queens,10 mcg/dL or greater,2016,Number,203,36081
Queens,5 mcg/dL or greater,2015,Number,1377,36081
Queens,10 mcg/dL or greater,2015,Number,244,36081
Queens,5 mcg/dL or greater,2014,Number,1658,36081
Queens,10 mcg/dL or greater,2014,Number,271,36081
Queens,5 mcg/dL or greater,2013,Number,1638,36081
Queens,10 mcg/dL or greater,2013,Number,239,36081
Queens,5 mcg/dL or greater,2015,Rate,15.4,36081
Queens,10 mcg/dL or greater,2016,Rate,2.3,36081
Queens,5 mcg/dL or greater,2016,Rate,14.3,36081
Queens,10 mcg/dL or greater,2017,Rate,2.3,36081
Queens,5 mcg/dL or greater,2017,Number,1094,36081
Queens,10 mcg/dL or greater,2017,Number,198,36081
Queens,5 mcg/dL or greater,2017,Rate,12.5,36081
Queens,5 mcg/dL or greater,2011,Rate,28.5,36081
Queens,10 mcg/dL or greater,2012,Rate,3.2,36081
Queens,5 mcg/dL or greater,2012,Rate,20.6,36081
Queens,10 mcg/dL or greater,2013,Rate,2.7,36081
Queens,5 mcg/dL or greater,2013,Rate,18.2,36081
Queens,10 mcg/dL or greater,2014,Rate,3,36081
Queens,5 mcg/dL or greater,2014,Rate,18.6,36081
Queens,10 mcg/dL or greater,2015,Rate,2.7,36081
Queens,5 mcg/dL or greater,2007,Rate,79.6,36081
Queens,10 mcg/dL or greater,2008,Rate,5.2,36081
Queens,5 mcg/dL or greater,2008,Rate,53.7,36081
Queens,10 mcg/dL or greater,2009,Rate,4.4,36081
Queens,5 mcg/dL or greater,2009,Rate,40.2,36081
Queens,10 mcg/dL or greater,2010,Rate,4.3,36081
Queens,5 mcg/dL or greater,2010,Rate,38.2,36081
Queens,10 mcg/dL or greater,2011,Rate,3.8,36081
Queens,5 mcg/dL or greater,2005,Rate,102.5,36081
Queens,10 mcg/dL or greater,2006,Rate,8.4,36081
Queens,5 mcg/dL or greater,2006,Rate,92.3,36081
Queens,10 mcg/dL or greater,2007,Rate,6.5,36081
Queens,10 mcg/dL or greater,2005,Rate,9.3,36081
Staten Island,10 mcg/dL or greater,2005,Rate,7.7,36085
Staten Island,10 mcg/dL or greater,2007,Rate,5.4,36085
Staten Island,5 mcg/dL or greater,2006,Rate,62.9,36085
Staten Island,10 mcg/dL or greater,2006,Rate,6.5,36085
Staten Island,5 mcg/dL or greater,2005,Rate,68.2,36085
Staten Island,10 mcg/dL or greater,2011,Rate,2.8,36085
Staten Island,5 mcg/dL or greater,2010,Rate,24.3,36085
Staten Island,10 mcg/dL or greater,2010,Rate,2.8,36085
Staten Island,5 mcg/dL or greater,2009,Rate,33.8,36085
Staten Island,10 mcg/dL or greater,2009,Rate,3.6,36085
Staten Island,5 mcg/dL or greater,2008,Rate,38.2,36085
Staten Island,10 mcg/dL or greater,2008,Rate,4.6,36085
Staten Island,5 mcg/dL or greater,2007,Rate,63.5,36085
Staten Island,10 mcg/dL or greater,2015,Rate,2,36085
Staten Island,5 mcg/dL or greater,2014,Rate,17,36085
Staten Island,10 mcg/dL or greater,2014,Rate,2.2,36085
Staten Island,5 mcg/dL or greater,2013,Rate,17.7,36085
Staten Island,10 mcg/dL or greater,2013,Rate,2,36085
Staten Island,5 mcg/dL or greater,2012,Rate,16.8,36085
Staten Island,10 mcg/dL or greater,2012,Rate,3,36085
Staten Island,5 mcg/dL or greater,2011,Rate,20.6,36085
Staten Island,5 mcg/dL or greater,2017,Rate,12.2,36085
Staten Island,10 mcg/dL or greater,2017,Number,41,36085
Staten Island,5 mcg/dL or greater,2017,Number,156,36085
Staten Island,10 mcg/dL or greater,2017,Rate,3.2,36085
Staten Island,5 mcg/dL or greater,2016,Rate,14.8,36085
Staten Island,10 mcg/dL or greater,2016,Rate,2.7,36085
Staten Island,5 mcg/dL or greater,2015,Rate,11.9,36085
Staten Island,10 mcg/dL or greater,2013,Number,30,36085
Staten Island,5 mcg/dL or greater,2013,Number,260,36085
Staten Island,10 mcg/dL or greater,2014,Number,31,36085
Staten Island,5 mcg/dL or greater,2014,Number,238,36085
Staten Island,10 mcg/dL or greater,2015,Number,27,36085
Staten Island,5 mcg/dL or greater,2015,Number,164,36085
Staten Island,10 mcg/dL or greater,2016,Number,35,36085
Staten Island,5 mcg/dL or greater,2016,Number,192,36085
Staten Island,10 mcg/dL or greater,2009,Number,57,36085
Staten Island,5 mcg/dL or greater,2009,Number,528,36085
Staten Island,10 mcg/dL or greater,2010,Number,44,36085
Staten Island,5 mcg/dL or greater,2010,Number,388,36085
Staten Island,10 mcg/dL or greater,2011,Number,43,36085
Staten Island,5 mcg/dL or greater,2011,Number,317,36085
Staten Island,10 mcg/dL or greater,2012,Number,44,36085
Staten Island,5 mcg/dL or greater,2012,Number,246,36085
Staten Island,10 mcg/dL or greater,2005,Number,112,36085
Staten Island,5 mcg/dL or greater,2005,Number,990,36085
Staten Island,10 mcg/dL or greater,2006,Number,101,36085
Staten Island,5 mcg/dL or greater,2006,Number,983,36085
Staten Island,10 mcg/dL or greater,2007,Number,89,36085
Staten Island,5 mcg/dL or greater,2007,Number,1049,36085
Staten Island,10 mcg/dL or greater,2008,Number,73,36085
Staten Island,5 mcg/dL or greater,2008,Number,611,36085
Kingsbridge - Riverdale,10 mcg/dL or greater,2008,Number,3,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2007,Number,243,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2007,Number,13,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2006,Number,179,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2006,Number,18,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2005,Number,198,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2005,Number,22,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2012,Number,5,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2011,Number,61,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2011,Number,7,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2010,Number,74,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2010,Number,6,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2009,Number,85,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2009,Number,7,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2008,Number,147,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2012,Number,33,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2013,Number,30,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2013,Number,4,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2015,Number,26,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2015,Number,10,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2014,Number,33,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2014,Number,4,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2016,Number,5,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2017,Number,3,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2016,Number,23,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2017,Number,16,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2017,Rate,6.3,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2016,Rate,2,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2016,Rate,9,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2017,Rate,1.2,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2014,Rate,1.2,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2014,Rate,10.2,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2015,Rate,3.6,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2015,Rate,9.5,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2011,Rate,18.1,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2010,Rate,21.4,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2011,Rate,2.1,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2012,Rate,1.5,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2012,Rate,9.8,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2013,Rate,1.2,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2013,Rate,9,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2008,Rate,0.9,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2007,Rate,4.1,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2007,Rate,76.6,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2008,Rate,45.7,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2009,Rate,2.1,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2009,Rate,25.5,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2010,Rate,1.7,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2005,Rate,8,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2005,Rate,71.9,uhf101
Kingsbridge - Riverdale,10 mcg/dL or greater,2006,Rate,6.1,uhf101
Kingsbridge - Riverdale,5 mcg/dL or greater,2006,Rate,60.8,uhf101
Northeast Bronx,5 mcg/dL or greater,2006,Rate,103.5,uhf102
Northeast Bronx,10 mcg/dL or greater,2006,Rate,5.7,uhf102
Northeast Bronx,5 mcg/dL or greater,2005,Rate,121.6,uhf102
Northeast Bronx,10 mcg/dL or greater,2005,Rate,7.5,uhf102
Northeast Bronx,10 mcg/dL or greater,2010,Rate,4.2,uhf102
Northeast Bronx,5 mcg/dL or greater,2009,Rate,36.5,uhf102
Northeast Bronx,10 mcg/dL or greater,2009,Rate,3.6,uhf102
Northeast Bronx,5 mcg/dL or greater,2008,Rate,57.3,uhf102
Northeast Bronx,5 mcg/dL or greater,2007,Rate,89.5,uhf102
Northeast Bronx,10 mcg/dL or greater,2007,Rate,6.8,uhf102
Northeast Bronx,10 mcg/dL or greater,2008,Rate,4.5,uhf102
Northeast Bronx,5 mcg/dL or greater,2013,Rate,18.6,uhf102
Northeast Bronx,10 mcg/dL or greater,2013,Rate,3.2,uhf102
Northeast Bronx,5 mcg/dL or greater,2012,Rate,19.7,uhf102
Northeast Bronx,10 mcg/dL or greater,2012,Rate,3.5,uhf102
Northeast Bronx,10 mcg/dL or greater,2011,Rate,3.4,uhf102
Northeast Bronx,5 mcg/dL or greater,2010,Rate,34.7,uhf102
Northeast Bronx,5 mcg/dL or greater,2011,Rate,26.4,uhf102
Northeast Bronx,5 mcg/dL or greater,2015,Rate,16.2,uhf102
Northeast Bronx,10 mcg/dL or greater,2015,Rate,2.9,uhf102
Northeast Bronx,5 mcg/dL or greater,2014,Rate,18.6,uhf102
Northeast Bronx,10 mcg/dL or greater,2014,Rate,3.4,uhf102
Northeast Bronx,10 mcg/dL or greater,2017,Rate,3,uhf102
Northeast Bronx,5 mcg/dL or greater,2016,Rate,14.3,uhf102
Northeast Bronx,10 mcg/dL or greater,2016,Rate,3.1,uhf102
Northeast Bronx,5 mcg/dL or greater,2017,Rate,12.1,uhf102
Northeast Bronx,5 mcg/dL or greater,2017,Number,69,uhf102
Northeast Bronx,5 mcg/dL or greater,2016,Number,83,uhf102
Northeast Bronx,10 mcg/dL or greater,2017,Number,17,uhf102
Northeast Bronx,10 mcg/dL or greater,2016,Number,18,uhf102
Northeast Bronx,10 mcg/dL or greater,2014,Number,21,uhf102
Northeast Bronx,5 mcg/dL or greater,2014,Number,115,uhf102
Northeast Bronx,10 mcg/dL or greater,2015,Number,17,uhf102
Northeast Bronx,5 mcg/dL or greater,2015,Number,96,uhf102
Northeast Bronx,10 mcg/dL or greater,2013,Number,21,uhf102
Northeast Bronx,5 mcg/dL or greater,2013,Number,121,uhf102
Northeast Bronx,5 mcg/dL or greater,2012,Number,130,uhf102
Northeast Bronx,5 mcg/dL or greater,2008,Number,420,uhf102
Northeast Bronx,10 mcg/dL or greater,2009,Number,27,uhf102
Northeast Bronx,5 mcg/dL or greater,2009,Number,274,uhf102
Northeast Bronx,10 mcg/dL or greater,2010,Number,31,uhf102
Northeast Bronx,5 mcg/dL or greater,2010,Number,255,uhf102
Northeast Bronx,10 mcg/dL or greater,2011,Number,24,uhf102
Northeast Bronx,5 mcg/dL or greater,2011,Number,186,uhf102
Northeast Bronx,10 mcg/dL or greater,2012,Number,23,uhf102
Northeast Bronx,10 mcg/dL or greater,2005,Number,51,uhf102
Northeast Bronx,5 mcg/dL or greater,2005,Number,826,uhf102
Northeast Bronx,10 mcg/dL or greater,2006,Number,39,uhf102
Northeast Bronx,5 mcg/dL or greater,2006,Number,714,uhf102
Northeast Bronx,10 mcg/dL or greater,2007,Number,48,uhf102
Northeast Bronx,5 mcg/dL or greater,2007,Number,632,uhf102
Northeast Bronx,10 mcg/dL or greater,2008,Number,33,uhf102
Fordham - Bronx Park,10 mcg/dL or greater,2008,Number,75,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2007,Number,1288,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2007,Number,90,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2006,Number,1458,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2006,Number,120,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2005,Number,1697,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2005,Number,132,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2012,Number,52,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2011,Number,453,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2011,Number,75,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2010,Number,629,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2010,Number,76,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2009,Number,647,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2009,Number,74,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2008,Number,951,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2012,Number,348,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2013,Number,309,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2013,Number,57,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2015,Number,217,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2015,Number,31,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2014,Number,281,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2014,Number,48,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2016,Number,47,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2017,Number,42,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2016,Number,209,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2017,Number,190,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2017,Rate,16.2,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2016,Rate,3.9,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2016,Rate,17.5,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2017,Rate,3.6,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2014,Rate,3.8,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2014,Rate,22.2,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2015,Rate,2.5,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2015,Rate,17.4,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2011,Rate,32.5,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2010,Rate,45.1,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2011,Rate,5.4,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2012,Rate,4,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2012,Rate,27,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2013,Rate,4.5,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2013,Rate,24.2,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2008,Rate,5.5,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2007,Rate,6.8,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2007,Rate,97,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2008,Rate,69.5,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2009,Rate,5.3,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2009,Rate,46.5,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2010,Rate,5.5,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2005,Rate,10.1,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2005,Rate,130.5,uhf103
Fordham - Bronx Park,10 mcg/dL or greater,2006,Rate,9,uhf103
Fordham - Bronx Park,5 mcg/dL or greater,2006,Rate,109.7,uhf103
Pelham - Throgs Neck,5 mcg/dL or greater,2006,Rate,108.2,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2006,Rate,5.4,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2005,Rate,113.2,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2005,Rate,7.4,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2010,Rate,4.3,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2009,Rate,37.4,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2009,Rate,2.8,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2008,Rate,54.9,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2007,Rate,84.6,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2007,Rate,6.2,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2008,Rate,3.7,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2013,Rate,17.2,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2013,Rate,2.6,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2012,Rate,16.1,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2012,Rate,2,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2011,Rate,3.5,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2010,Rate,32.8,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2011,Rate,27.6,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2015,Rate,18.5,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2015,Rate,3.3,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2014,Rate,17.8,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2014,Rate,2.9,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2017,Rate,2.2,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2016,Rate,16.9,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2016,Rate,2.3,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2017,Rate,11.9,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2017,Number,132,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2016,Number,188,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2017,Number,24,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2016,Number,26,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2014,Number,32,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2014,Number,200,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2015,Number,38,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2015,Number,212,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2013,Number,31,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2013,Number,201,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2012,Number,193,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2008,Number,666,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2009,Number,34,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2009,Number,457,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2010,Number,53,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2010,Number,405,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2011,Number,43,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2011,Number,343,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2012,Number,24,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2005,Number,86,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2005,Number,1314,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2006,Number,62,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2006,Number,1251,uhf104
Pelham - Throgs Neck,10 mcg/dL or greater,2007,Number,73,uhf104
Pelham - Throgs Neck,5 mcg/dL or greater,2007,Number,992,uhf104
